valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,language
0.348,1952,0.981,['Jean Ritchie'],0.401,67253,0.00969,0,5qNtB7eGe2IAK4O2wv8TO7,0,1,0.0816,-21.711,0,Skin and Bones,9,1952,0.0425,77.804,en
0.822,1952,0.972,['Satinath Mukherjee'],0.488,180800,0.438,0,7hgqXei5QOOKRt13jQsLd2,0.304,4,0.351,-13.857,1,Akash Eto Meghla,9,01/12/1952,0.0345,140.468,fr
0.8,1952,0.748,['Thelonious Monk'],0.5,181760,0.636,0,0iePNeTHmI2JfGHRrjOv2G,0.084,8,0.126,-8.092,1,Skippy - Remastered 1998 / Rudy Van Gelder Edition,9,1952,0.0415,110.106,en
0.775,1952,0.697,['Thelonious Monk'],0.499,229507,0.516,0,1TwApD0nyVteg95YNjLAbp,0.245,0,0.301,-8.966,0,Let's Cool One - Remastered 1998 / Rudy Van Gelder Edition,9,1952,0.0525,147.939,en
0.941,1952,0.852,['Dean Martin'],0.748,162840,0.391,0,2NDfSA6t2O4bQ1jGyhIYLc,0,8,0.0738,-11.159,1,Oh Boy! (Oh Boy! Oh Boy! Oh Boy! Oh Boy!),9,1952,0.0653,117.386,en
0.367,1952,0.859,['Dean Martin'],0.42,164173,0.157,0,2zgoIoz91b2mTwnlEeutTi,0.000719,2,0.158,-13.612,0,Won't You Surrender,9,1952,0.0289,87.938,en
0.481,1952,0.882,['Gerry Mulligan Quartet'],0.698,217827,0.182,0,2OhjW1lcA1aMiHopBywo2e,0.318,5,0.0985,-11.776,0,I'm Beginning To See The Light,9,01/01/1952,0.0957,121.776,en
0.775,1952,0.933,['Mohammed Rafi'],0.447,173960,0.452,0,3rRfp7FjZKA8Ouj0BteJgx,0.000344,5,0.27,-9.821,1,Dil Mein Chhupa Ke Pyar Ka Toofan,9,31/12/1952,0.0328,117.28,hi
0.14,1952,0.947,['Dean Martin'],0.297,148867,0.119,0,6fGGS3fOu5SlQgFZI5hnW2,0.0297,3,0.288,-14.395,1,Blue Smoke (Kohu-Auwahi),9,1952,0.0332,64.929,en
0.723,1952,0.551,['Charlie Parker Quartet'],0.558,158533,0.522,0,7ymJ09ZTGLYfSTs4MFY49v,0.00203,1,0.0392,-9.727,1,Chi-Chi - Take 4 / Complete,9,12/12/1952,0.0323,114.847,en
0.689,1952,0.867,['Count Basie'],0.473,217893,0.268,0,59aC6AGDYJxTSjPdIjMp7d,0.0209,1,0.0572,-15.743,1,Basie Talks,9,01/01/1952,0.0633,170.467,en
0.782,1952,0.936,['Lata Mangeshkar'],0.451,156267,0.361,0,7Edyt691YLnVfV8yfM6hy3,1.95E-06,3,0.095,-11.453,0,Ek Bewafa Se Pyar Kiya,9,22/01/1952,0.0541,81.361,id
0.151,1953,0.969,"['Doretta Morrow', 'Alfred Drake', 'Richard Kiley', 'Henry Calvin']",0.302,282093,0.34,0,36vUpPVIKGQ41Tks2BfPNY,0.009,5,0.196,-11.507,1,And This Is My Beloved,9,1953,0.0354,94.703,en
0.923,1953,0.645,['The Sweetback Sisters'],0.711,137496,0.693,0,3WUhJ7z5hZN8yziUxL5cHM,0,1,0.0808,-5.764,0,Gotta Get a-Goin',9,1953,0.156,143.75,en
0.355,1953,0.797,['Kathryn Grayson'],0.533,234240,0.15,0,7HZmtvOYJp67TImhzL32pD,0,0,0.116,-11.297,1,I Hate Men,9,26/11/1953,0.0544,103.719,en
0.0417,1953,0.957,"['Frantz Casseus', 'Lolita Cuevas']",0.245,156533,0.0836,0,20S0GZ04BT83y3rIhqRlxi,0.00582,2,0.113,-18.494,1,Nan Guinin,9,01/01/1953,0.0421,166.523,fr
0.957,1953,0.789,"['Kathryn Grayson', 'Howard Keel', 'Ann Miller', 'Tommy Rall']",0.793,138107,0.472,0,30LIEvZEPHzJ9bajciCV0F,0,8,0.0835,-11.484,1,We Open in Venice - Extended Version,9,26/11/1953,0.0456,122.754,en
0.619,1953,0.94,['Bascom Lamar Lunsford'],0.644,183453,0.17,0,3rMXyV3e3TBRZTaEuHG1MD,1.77E-06,1,0.0932,-14.245,1,Mole in the Ground,9,01/01/1953,0.044,128.741,en
0.636,1953,0.939,"['Howard Keel', 'MGM Studio Chorus']",0.642,156160,0.287,0,0LRRFE7E8Jfwuihs4uWvf9,2.06E-06,10,0.17,-11.643,1,I've Come to Wive it Wealthily In Padua,9,26/11/1953,0.0754,103.136,en
0.777,1953,0.345,['Bud Powell Trio'],0.556,109440,0.316,0,0MmcBbIrZGpMb35kG1Q4lk,0.0106,7,0.283,-16.998,1,Lullaby of Birdland,9,1953,0.0404,118.063,en
0.332,1953,0.576,['Charlie Parker'],0.365,208000,0.562,0,37q5LurDc7lH3cJJ2V7VEn,0.000178,7,0.147,-12.1,0,In The Still Of The Night - Take 7 / Master,9,23/09/1953,0.0919,130.242,en
0.637,1953,0.719,['The Four Lads'],0.595,140227,0.343,0,3RPVk2uXTxAVwfxlWr7UBV,0,6,0.0793,-16.553,1,The Mocking Bird,9,1953,0.039,76.66,en
0.451,1953,0.956,['Lata Mangeshkar'],0.407,254120,0.223,0,3dxySHrZDMW7kkCokJgi3S,7.23E-05,8,0.189,-12.64,0,Mohe Bhool Gaye Sanwariya,9,01/01/1953,0.0315,82.51,so
0.0969,1953,0.975,"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']",0.275,176013,0.169,0,3c7pFfC5UMBwhBaCcVXX1r,2.32E-05,10,0.443,-11.264,1,If You Were the Only Girl (with Paul Weston & His Orchestra & The Norman Luboff Choir),9,01/04/1953,0.0325,104.401,en
0.665,1923,0.996,"[""Clarence Williams' Blue Five""]",0.514,152507,0.193,0,0Vl2DO5U6FjgBpzCtBN3OA,0.199,2,0.248,-13.92,0,Everybody Loves My Baby,9,1923,0.238,180.674,en
0.699,1926,0.921,['Fats Waller'],0.774,176173,0.301,0,19azfDLJijGlOwA0UbtAk0,0.078,5,0.0567,-13.865,1,Hold My Hand,9,1926,0.0605,102.415,en
0.587,1926,0.796,['Fats Waller'],0.641,164600,0.141,0,575F747gQWkmowDG5QiOLs,0.000444,0,0.166,-20.027,1,Old Grand Dad,9,1926,0.283,162.438,en
0.96,1926,0.937,['Louis Armstrong & His Hot Five'],0.802,179667,0.383,0,4hH2L62wG40hqrrcaFz3Dn,0.23,5,0.129,-11.351,1,Jazz Lips,9,1926,0.0906,107.059,Unknown
0.731,1927,0.991,['Dock Boggs'],0.598,178207,0.253,0,6CGZj5w1yXFGrbZkVXkHpO,1.53E-05,1,0.0889,-14.974,1,Sugar Baby - 2020 Remaster,9,1927,0.0344,126.79,en
0.822,1927,0.995,"['Broadway Bell Hops', 'Bix Beiderbecke', 'Frank Trumbauer']",0.815,174360,0.201,0,1E0BPa3Vd2bBzlnZafsU2l,0.0177,10,0.102,-14.327,1,There's a Cradle In Caroline! (feat. Bix Beiderbecke & Frank Trumbauer),9,1927,0.0442,109.116,No match found
0.249,1928,0.926,['Louis Armstrong'],0.482,203827,0.127,0,03aHsmrkjLNMFujGhK7ZFd,0.000366,1,0.661,-16.145,1,When It's Sleepy Time Down South - Live,9,1928,0.0454,67.099,en
0.223,1928,0.826,['Louis Armstrong'],0.414,277493,0.105,0,49LHJe8RmY5ViMMQj0aMdb,0.0119,0,0.269,-14.907,1,(What Did I Do To Be So) Black And Blue,9,1928,0.0549,72.332,en
0.506,1928,0.984,['Louis Armstrong'],0.558,196240,0.195,0,1iE8sEkR2B92zjCV5ppqbY,0.024,3,0.155,-15.156,1,Body and Soul,9,1928,0.0737,114.108,en
0.331,1928,0.83,['Louis Armstrong'],0.554,284427,0.084,0,3hYU6uDveCfDhLIo6tMBGA,0,1,0.432,-18.729,1,Rockin' Chair,9,1928,0.098,132.696,en
0.415,1928,0.969,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],0.447,196840,0.155,0,6krFEkUJ7fCX1EjwAalWXP,0.00591,7,0.531,-16.823,1,Just a Gigolo,9,1928,0.0417,86.916,en
0.788,1929,0.995,['Memphis Minnie'],0.773,169360,0.276,0,6AOFlwjqqFIrjlSFQNHkHk,3.69E-05,10,0.192,-10.834,1,Blues Everywhere,9,1929,0.0441,107.298,en
0.244,1930,0.988,['Al Bowlly'],0.582,203067,0.0317,0,3AYv89siAYtbiWDcDxOjmY,0.000261,0,0.0595,-21.242,1,It's All Forgotten Now,9,1930,0.0462,81.228,en
0.338,1930,0.991,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.456,230933,0.135,0,63kng19IR22zdFCNwsTlCD,0.00137,0,0.133,-18.486,1,Swingin' in a Hammock,9,1930,0.0939,129.871,en
0.314,1930,0.973,"['Franz Liszt', 'Vladimir Horowitz']",0.503,190787,0.176,0,6LkXoMRSKYIuqOirAAEib2,0.0498,3,0.208,-20.393,1,"Etude No. 2 in E-Flat Major, S. 140/2 (after Paganini Caprice No. 17)",9,1930,0.0425,112.101,No match found
0.525,1930,0.648,['Joe Quartz'],0.719,221661,0.384,0,5ovhhpR1lVFaHisWcG5T1V,0.000803,4,0.0859,-14.056,0,Ferdinand et Marguerite,9,1930,0.0634,95.459,fr
0.534,1931,0.987,['Clarence Ashley'],0.586,178416,0.317,0,4vkWZ8CqUxF4roCTLpzCe5,4.14E-06,9,0.325,-11.837,1,Dark Holler Blues,9,16/04/1931,0.0546,138.497,en
0.544,1931,0.94,"['Jack Payne', 'His BBC Dance Orchestra']",0.78,182880,0.252,0,2Pz3dCoNIj5EssxRmAPG9x,0.0338,0,0.233,-16.952,1,You're Driving Me Crazy,9,1931,0.0554,103.974,en
0.378,1932,0.931,['Fred Astaire'],0.507,181533,0.197,0,5mCXQeADxXYQ83sh6cEcDY,0.00239,7,0.129,-11.732,1,They Can't Take That Away from Me - Alternate Take,9,1932,0.0351,63.425,en
0.167,1932,0.884,"['Bing Crosby', 'Lenny Hayton & His Orchestra']",0.243,186549,0.229,0,2kpthQMd6IJA8KKOFMS7Gv,0.364,8,0.641,-14.487,1,Temptation (with Lenny Hayton & His Orchestra),9,1932,0.0476,72.293,No match found
0.251,1932,0.98,['Bing Crosby'],0.306,179862,0.16,0,0xdsQhOxu4cXyZt5hOlKwo,0.00737,8,0.208,-17.346,1,Paradise,9,1932,0.0422,90.2,en
0.413,1932,0.985,['Lennie Hayton & His Orchestra'],0.5,192827,0.0846,0,5X7dZdSEZHxK8YbytDlGQT,0,0,0.361,-21.194,0,"Brother, Can You Spare A Dime?",9,1932,0.138,92.36,en
0.884,1932,0.962,"['Henry Hall', 'The BBC Dance Orchestra']",0.616,157347,0.368,0,263bVezzDIt63ITJgXpq6h,0.0949,3,0.118,-15.327,1,Let's Have Another Cup o' Coffee,9,1932,0.07,201.3,en
0.315,1932,0.982,['With Orchestral Accompaniment'],0.329,191040,0.1,0,32E2rfAxG5QXGrhXEmjsRE,0.000375,5,0.374,-17.127,1,(I Don't Stand) A Ghost Of A Chance,9,1932,0.065,167.386,en
0.941,1933,0.811,['Guandulito'],0.669,177972,0.713,0,7BUXtsYWZHkqW6OT38HSDy,0.00074,3,0.214,-8.023,0,Váyase en Paz,9,01/01/1933,0.32,137.611,es
0.958,1935,0.833,['Bob Wills & His Texas Playboys'],0.835,155333,0.593,0,5yCR8e47PESGgmAfjKTYnq,0.00204,2,0.101,-9.395,1,Roly Poly,9,1935,0.0562,117.941,en
0.389,1935,0.927,['The Ink Spots'],0.362,159343,0.39,0,37qmteE7NajKuT0VeEyLCb,0.182,3,0.211,-10.358,1,He'll Have to Go,9,29/05/1935,0.0291,81.846,en
0.694,1935,0.979,['Glenn Miller'],0.602,146667,0.068,0,0auXTe2teBuJZX2jqoxmf7,0.0324,10,0.0621,-19.832,0,Sweet Stranger,9,1935,0.0856,180.449,en
0.793,1935,0.905,['Glenn Miller'],0.742,137293,0.0972,0,0yPnAkssJWNWTrqyPyvoIR,0.000335,7,0.0718,-21.677,0,Why'd Ya Make Me Fall In Love?,9,1935,0.0836,94.612,en
0.679,1935,0.965,['Glenn Miller'],0.627,177667,0.0807,0,4qr2zgCKScd8hx0tO0jRL8,0.146,5,0.0883,-20.553,1,My Fine Feathered Friend,9,1935,0.0699,159.96,en
0.502,1935,0.98,['Lys Gauty'],0.446,184400,0.231,0,2wHSZ9DfYseMhaiNflS9OA,0.000245,7,0.149,-15.025,1,Obsession,9,1935,0.0456,115.232,en
0.76,1936,0.966,['Robert Johnson'],0.693,180147,0.34,0,2uGkt273SibtfB7sIunk0I,0.00361,4,0.0885,-12.19,1,I Believe I'll Dust My Broom,9,1936,0.106,102.141,en
0.259,1936,0.932,['Robert Johnson'],0.692,173400,0.214,0,12ZEfLeKw1DhDUCmd0YKVs,0.00304,10,0.124,-10.786,1,Ramblin' On My Mind,9,1936,0.122,101.161,en
0.387,1936,0.97,['Robert Johnson'],0.688,160867,0.211,0,27XmLgnLIYpiQ8I4q40AHR,0.0019,6,0.121,-13.164,1,Phonograph Blues,9,1936,0.0883,96.984,en
0.973,1947,0.389,['Frankie Yankovic'],0.875,169760,0.391,0,1HK6Zbd0cqB6c67jLVtWjI,0,7,0.04,-7.549,0,Just Because,9,1947,0.049,127.005,en
0.965,1947,0.839,['Gene Autry'],0.586,109951,0.482,0,7cWTs6duwSF1FH5gVE9vFX,1.94E-05,1,0.541,-12.234,1,Tweedle-O-Twill,9,28/03/1947,0.0313,93.803,en
0.853,1947,0.781,['Gene Autry'],0.644,114143,0.402,0,68yI8KyJcY3lsPVKALt2jM,0,0,0.361,-12.967,1,Goodbye Little Darlin' Goodbye,9,28/03/1947,0.0373,93.48,en
0.694,1947,0.899,['Merle Travis'],0.674,156733,0.252,0,1hAHF2Do2y6Se8HBSwiomM,8.07E-06,10,0.104,-12.285,1,Possum Up A Simmon Tree,9,1947,0.0677,136.515,en
0.661,1947,0.562,['張琍敏'],0.342,180600,0.432,0,2BtCrz9NItDMyRGHeyyoTK,0,0,0.147,-9.798,1,大地回春,9,01/05/1947,0.0365,199.224,ja
0.576,1948,0.886,"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']",0.573,169880,0.238,0,3V73TyRTeIIaWxQF83e2VT,1.34E-06,3,0.128,-12.194,1,By the Light of the Silv'ry Moon (with Paul Weston & His Orchestra & The Norman Luboff Choir),9,1948,0.0353,130.424,en
0.0833,1948,0.989,['Judy Garland'],0.313,114960,0.049,0,4g22DjnfEE5WKZvcgXle3r,0.0614,5,0.106,-21.252,1,It Only Happens When I Dance With You - Reprise,9,08/07/1948,0.0343,94.871,en
0.604,1948,0.82,['Judy Garland'],0.632,193000,0.169,0,08fmHxYLPv9Zi7RgIbYhbr,0,3,0.441,-17.499,1,Mr. Monotony - Outtake,9,08/07/1948,0.0523,121.473,en
0.0605,1948,0.985,"['Giacomo Puccini', 'Kiri Te Kanawa', 'Sir John Pritchard']",0.144,269400,0.0572,0,2SyWl948aIaBhssGaCddGC,6.65E-05,1,0.0842,-20.002,1,Un bel dì from Madama Butterfly,9,1948,0.0533,70.352,en
0.612,1948,0.994,"['Judy Garland', 'Fred Astaire']",0.655,57533,0.0992,0,4D4NrYJA9NIh7nocK4APzK,6.89E-05,1,0.149,-15.025,1,Snookey Ookums,9,08/07/1948,0.0457,133.152,en
0.66,1948,0.931,"['Lata Mangeshkar', 'Mohammed Rafi']",0.418,319627,0.475,0,2FWbGQ9wA7rnF4XCN3CGng,1.29E-05,2,0.154,-11.106,0,Tere Dil Mein Zara Si Jagah,9,24/09/1948,0.0521,122.333,en
0.967,1933,0.456,['Guandulito'],0.615,183531,0.558,0,0Yx6JDh2jEn31B6VucDoYp,0,1,0.0389,-9.338,0,El Cuento de la Vieja,8,01/01/1933,0.269,136.85,es
0.29,1933,0.98,['Billie Holiday'],0.357,164773,0.0656,0,1e9cIp3KZSthxingUQwdds,4.23E-05,1,0.141,-11.747,1,Am I Blue? - Take 3,8,1933,0.0341,78.208,en
0.498,1933,0.97,['Billie Holiday'],0.65,173067,0.152,0,3cERMGZAu69rehD7YAYJcY,0.00115,9,0.432,-13.191,0,St. Louis Blues - Take 2,8,1933,0.0406,112.103,en
0.344,1933,0.943,['Billie Holiday'],0.423,181733,0.167,0,53K6ss6v6JiNfZcpkyZR3W,5.76E-06,0,0.264,-11.086,0,You're Too Lovely to Last - Take 2,8,1933,0.034,81.119,en
0.241,1933,0.975,['Billie Holiday'],0.452,152133,0.132,0,5FGJfT9bU644fPLBS7T5gw,0,7,0.217,-10.628,0,God Bless the Child - Take 3,8,1933,0.0342,78.102,en
0.44,1933,0.953,['Billie Holiday'],0.581,189667,0.11,0,7hvPiAC3xAUXcG2tqQLyAW,4.22E-06,9,0.401,-16.086,0,The Same Old Story - Take 3,8,1933,0.0382,86.414,en
0.264,1933,0.988,"['Billie Holiday', 'Eddie Heywood']",0.569,186093,0.0742,0,0NthHbtNX266CQfHIAjaeN,0.000149,7,0.528,-15.584,0,Georgia On My Mind (with Eddie Heywood & His Orchestra) - Take 3,8,1933,0.0345,86.027,No match found
0.521,1933,0.964,['Billie Holiday'],0.697,166973,0.14,0,1d00YOn7FkaaPs5XU6wDc9,4.57E-06,10,0.093,-14.259,1,I've Got a Date with a Dream - Take 2,8,1933,0.0626,97.704,en
0.376,1933,0.839,['Billie Holiday'],0.654,178507,0.159,0,2UXVcwNurNcokL0VWlw4oh,0,0,0.717,-13.883,1,That's All I Ask of You - Alternate Take,8,1933,0.0683,103.412,en
0.632,1933,0.916,"['Billie Holiday', 'Eddie Heywood']",0.629,138667,0.211,0,35nn5s1G1Z907Fn160a8BD,0,7,0.182,-12.638,1,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 2,8,1933,0.0459,154.878,No match found
0.492,1933,0.952,"['Billie Holiday', 'Teddy Wilson']",0.576,178560,0.179,0,3XGlvKw1uaL9MT4hS3mo0N,0,7,0.325,-9.725,0,Wherever You Are (with Teddy Wilson & His Orchestra) - Take 2,8,1933,0.0327,77.65,en
0.418,1933,0.945,"['Billie Holiday', 'Teddy Wilson']",0.639,186893,0.131,0,4F67H9pJUMGtBBxVYVaDxW,1.14E-05,5,0.105,-12.66,1,It's a Sin to Tell a Lie (with Teddy Wilson & His Orchestra) - Take 3,8,1933,0.0489,144.652,en
0.252,1933,0.99,"['Billie Holiday', 'Eddie Heywood']",0.464,178707,0.0992,0,4h1Xr5PqvCV4D7R34tXtdp,0.00175,7,0.542,-14.498,0,Georgia On My Mind (with Eddie Heywood & His Orchestra) - Take 2,8,1933,0.034,89.524,No match found
0.755,1933,0.894,"['Billie Holiday', 'Eddie Heywood']",0.547,133933,0.256,0,51kCFKMz2V28HIoJQhyQMW,3.39E-06,7,0.174,-11.801,1,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 3,8,1933,0.055,160.514,No match found
0.362,1933,0.963,"['Billie Holiday', 'Teddy Wilson']",0.514,178600,0.0995,0,53eOLA9ip56ukNAXxjckNj,0,7,0.109,-11.363,0,Mandy Is Two (with Teddy Wilson & His Orchestra) - Take 2,8,1933,0.0325,71.188,en
0.616,1933,0.877,['Billie Holiday'],0.548,164133,0.308,0,5EI8JJURZSoL9wCjKnOjSZ,0.00273,8,0.0598,-8.523,1,Practice Makes Perfect - Take 4,8,1933,0.0426,145.748,en
0.695,1933,0.979,"['Billie Holiday', 'Benny Goodman']",0.582,149507,0.33,0,5uSc8KZLBcsA5KLCcCotkQ,0,5,0.174,-11.573,1,I Cried for You (with Benny Goodman & His Orchestra),8,1933,0.0385,73.012,en
0.246,1933,0.97,['Billie Holiday'],0.47,207467,0.215,0,6APizAsWiVr534M6zNWHWW,0.00013,5,0.37,-10.214,1,I'm All for You - Take 2,8,1933,0.0409,79.219,en
0.462,1933,0.973,"['Billie Holiday', 'The All Star Jam Band']",0.45,298093,0.164,0,6lbZqrKBguf8lUTTz3mSlK,3.71E-06,1,0.951,-12.649,1,Do Nothing 'Til You Hear from Me / I 'll Get By (with The All-Star Jam Band),8,1933,0.112,180.327,No match found
0.697,1933,0.949,"['Billie Holiday', 'Eddie Heywood']",0.542,145733,0.208,0,1uZcX5BE1f4kOFEpS08GTY,5.95E-05,7,0.141,-12.604,1,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 4,8,1933,0.0384,146.161,No match found
0.607,1933,0.885,['Billie Holiday'],0.537,162107,0.279,0,2cBqu7xriBpt05UcBmHGym,0.0013,5,0.0358,-9.014,0,Practice Makes Perfect - Take 3,8,1933,0.0452,145.604,en
0.387,1933,0.981,"['Billie Holiday', 'Teddy Wilson']",0.524,197893,0.0325,0,5ryqst4Ng1EPnqTvgVHdSJ,1.48E-05,0,0.0989,-13.361,1,Until the Real Thing Comes Along (with Teddy Wilson & His Orchestra) - Take 2,8,1933,0.0352,134.889,en
0.56,1936,0.969,"['Billie Holiday', 'Teddy Wilson']",0.699,206640,0.24,0,0kPgCXwZvQvaWku28npUnc,0.00286,3,0.147,-10.181,0,I Can't Give You Anything but Love (with Teddy Wilson & His Orchestra),8,1936,0.034,96.547,en
0.878,1936,0.838,['Frente Popular'],0.594,138653,0.409,0,5XIMNqtNpvMbJJubwEZxDd,0,3,0.0905,-8.454,1,"Luchemos, Obreros - Remastered",8,15/08/1936,0.0375,113.568,es
0.6,1936,0.896,"['Billie Holiday', 'Teddy Wilson']",0.719,195560,0.242,0,6Ts2wnT1PW6xXn45JZPseE,4.11E-05,5,0.0792,-12.646,1,Pennies from Heaven (with Teddy Wilson & His Orchestra) - Take 1,8,1936,0.0472,109.181,en
0.583,1936,0.97,"['Billie Holiday', 'Teddy Wilson']",0.772,191067,0.202,0,791lTZdanD9enWd31Ov5nw,0.00895,3,0.215,-12.21,1,Easy to Love (with Teddy Wilson & His Orchestra),8,1936,0.0455,146.212,en
0.847,1936,0.85,['Frente Popular'],0.678,177987,0.534,0,26W9v9V1cUH4X8Oil7hzD0,0,4,0.375,-7.23,0,Pot Pourri - Remastered,8,15/08/1936,0.0378,126.066,pt
0.945,1937,0.00426,['Springtoifel'],0.384,219613,0.812,0,2x1baGFEW5HivSwmvevt3C,0.000412,2,0.0542,-7.187,1,Westerwald,8,1937,0.174,155.505,de
0.351,1939,0.808,['Glenn Miller'],0.21,214467,0.347,0,14v0VoMCqm77CDCFSTWDKq,0.000279,9,0.278,-10.563,0,Stairway to the Stars / To You - Live,8,1939,0.0296,86.67,en
0.276,1939,0.84,['Glenn Miller'],0.611,308533,0.732,0,2P7wT8K9PRoTZXJ5XNwRo2,0.000395,10,0.948,-7.53,1,Jim Jam Jump / F.D.R. Jones / Hold Tight - Live,8,1939,0.305,148.282,en
0.704,1939,0.974,['Sonny Boy Williamson I'],0.603,183856,0.107,0,3JOwW1BGFwEg58GRimlrt2,0,10,0.078,-19.482,1,Good For Nothing Blues,8,1939,0.0486,80.994,en
0.579,1946,0.985,['Carlos Gardel'],0.433,170267,0.527,0,12eKAPA0uqCEy7H08AdLux,0.262,1,0.306,-5.109,1,Volver,8,12/10/1946,0.0534,71.865,es
0.858,1947,0.991,['TIN TAN Y MARCELO'],0.629,198213,0.276,0,63iyfwbwY3ofTFymoK6Kh9,0.224,0,0.134,-16.206,1,La Burrita,8,1947,0.455,96.524,es
0.322,1947,0.946,['TIN TAN Y MARCELO'],0.494,187920,0.278,0,6UbTWO7odEsFl68fG5rFPn,0,0,0.352,-13.252,1,Morena de Ojos Negros,8,1947,0.0787,120.509,es
0.379,1949,0.922,"['Richard Rodgers', 'Mary Martin', ""Salvatore Dell'Isola""]",0.628,121733,0.147,0,0TupjoHAIYUjTaeauZvZC5,6.16E-05,10,0.299,-14.796,1,South Pacific - Original Broadway Cast Recording: Honey Bun,8,1949,0.128,78.315,en
0.514,1949,0.817,"['Richard Rodgers', 'Barbara Luna', 'Michael DeLeon', ""Salvatore Dell'Isola""]",0.388,82907,0.0304,0,3LoMLL5IqV3keLuG5kHiNb,1.68E-06,0,0.163,-17.196,1,South Pacific - Original Broadway Cast Recording: Dites-moi - Voice,8,1949,0.0345,125.487,No match found
0.866,1949,0.797,"['Richard Rodgers', 'South Pacific Ensemble', ""Salvatore Dell'Isola""]",0.676,135467,0.532,0,6douoynlmtopat4XUVpSfe,0.00223,3,0.592,-9.995,1,South Pacific - Original Broadway Cast Recording: Bloody Mary - Voice,8,1949,0.0421,114.889,No match found
0.201,1949,0.818,"['Roy Rogers', 'Dale Evans']",0.34,132714,0.172,0,0QZbPj6QC0e23aJEdZQYcG,8.00E-06,10,0.144,-13.476,1,The Night Herding Song,8,30/11/1949,0.0298,85.392,en
0.817,1949,0.862,"['Cole Porter', 'Annabelle Hill', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0.794,103267,0.38,0,159tQrB3yRt4PQERRpGBdM,0,5,0.684,-11.578,1,"Kiss Me, Kate: Another Op'nin, Another Show",8,1949,0.144,111.109,en
0.652,1949,0.956,"['Richard Rodgers', 'Juanita Hall', ""Salvatore Dell'Isola""]",0.471,212507,0.112,0,1U6LvGUumSSqk6uJkIPEr8,0.000297,2,0.114,-17.916,1,South Pacific - Original Broadway Cast Recording: Happy Talk - Voice,8,1949,0.065,180.847,en
0.881,1949,0.833,"['Cole Porter', 'Harry Clark', 'Jack Diamond', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0.737,100333,0.215,0,1ntMKgZeTlI6WvdX8IH5jn,0,0,0.168,-15.957,1,"Kiss Me, Kate: Brush Up Your Shakespeare",8,1949,0.239,113.752,en
0.131,1949,0.893,"['Roy Rogers', 'Dale Evans']",0.164,155806,0.271,0,6WciLv5ogN32KLke31pfdM,0,3,0.122,-14.436,1,Home on the Range,8,30/11/1949,0.0316,84.097,en
0.576,1949,0.792,"['Cole Porter', 'Lisa Kirk', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0.462,238667,0.225,0,0PEezDSx9XfDMgtDzYvIFt,0,9,0.725,-15.399,1,"Kiss Me, Kate: Always True to You (In My Fashion)",8,1949,0.174,198.737,en
0.246,1949,0.855,['Angela Lansbury'],0.284,230800,0.255,0,4Uu6bigWGz35FXG7wHNITF,3.68E-06,1,0.0555,-11.57,1,If He Walked Into My Life,8,1949,0.0391,87.584,en
0.605,1949,0.874,['Ella Fitzgerald'],0.561,333827,0.436,0,1Pt2KDZ73kUcMY8nQaCZ6D,6.69E-05,8,0.915,-13.16,1,"Flyin' Home - Live At Carnegie Hall, New York / 1949",8,1949,0.127,74.821,en
0.221,1949,0.772,['Sarah Vaughan'],0.323,189360,0.177,0,2Fa28rix7GLQWqwhGCbeSm,0,1,0.0627,-13.495,1,The Nearness of You - alternate take,8,1949,0.0355,110.612,en
0.0165,1949,0.751,"['Charlie Parker', 'Ella Fitzgerald']",0.346,47707,0.993,0,42zkHvtbMTxixNi9zVqYkP,0.0878,5,0.958,-13.965,0,"Ow! - Live At Carnegie Hall, New York / 1949",8,1949,0.521,75.766,en
0.153,1949,0.941,['Sarah Vaughan'],0.392,212000,0.0954,0,0G2xskdE9TOLZcL58DvnZi,0,4,0.0723,-11.633,0,Come Rain or Come Shine - alternate take,8,1949,0.0358,94.037,en
0.338,1949,0.86,"['Erik Satie', 'Efrem Kurtz', 'Houston Symphony']",0.446,154853,0.287,0,0U9FTxlxxTNTFeWMTxS1ZG,0.166,0,0.539,-14.909,1,Parade: III. Acrobates,8,1949,0.0367,113.23,en
0.107,1949,0.914,['Sarah Vaughan'],0.342,189293,0.0923,0,0a2esiIjpvVrXmANv2oGXQ,0,10,0.134,-14.496,0,East of the Sun (West of the Moon) - alternate take,8,1949,0.0337,60.71,en
